128761,32,512,512,3861.12
132877,32,512,512,6244.49
142349,32,512,512,6599.11
122501,32,512,512,5762.8
657561,128,512,512,16305.3
587093,32,2048,512,8883.45
158760,32,512,512,7309.28
161312,32,512,512,7443.8
154701,32,512,512,7101.05
163812,32,512,512,7551.87
138452,32,512,512,6386.62
140197,32,512,512,6497.84
139415,32,512,512,6401.79
130440,32,512,512,6113.27
615379,128,512,512,16558.3
552458,32,2048,512,8520.37
122396,32,512,512,5737.87
163814,32,512,512,7563.62
119017,32,512,512,5586.67
156550,32,512,512,7254.08
130692,32,512,512,6068.99
144385,32,512,512,6706.12
131820,32,512,512,6118.53
133155,32,512,512,6165.74
629035,128,512,512,17098.8
550086,32,2048,512,8580.09
129969,32,512,512,6044.8
164324,32,512,512,7571.44
131426,32,512,512,6105.65
157607,32,512,512,7248.38
132401,32,512,512,6130.83
158040,32,512,512,7289.56
136023,32,512,512,6315.45
146596,32,512,512,6841.78
640824,128,512,512,17392.7
560424,32,2048,512,8569.84
133334,32,512,512,6189.61
165516,32,512,512,7669.88
134172,32,512,512,5997.52
161231,32,512,512,7255.4
128782,32,512,512,5955.41
171580,32,512,512,7944.89
135490,32,512,512,6304.7
157572,32,512,512,7360.17
655737,128,512,512,17821
588044,32,2048,512,9009.67
125661,32,512,512,5770.88
154825,32,512,512,7140.96
127452,32,512,512,5913.04
153730,32,512,512,7103.97
129316,32,512,512,5997.87
176891,32,512,512,8159.76
141501,32,512,512,6500.84
161782,32,512,512,7486
673253,128,512,512,18245.5
611291,32,2048,512,9456.4
102691,32,512,512,4838.21
136832,32,512,512,6332.98
105460,32,512,512,3491.94
134494,32,512,512,6255.62
546132,128,512,512,14714
478771,32,2048,512,7580.93
126309,32,512,512,5919.66
127433,32,512,512,5950.21
124950,32,512,512,5850.49
136926,32,512,512,6402.43
512834,128,512,512,14030.8
430911,32,2048,512,6610.9
89535,32,512,512,4174.61
142150,32,512,512,6508.79
83912,32,512,512,4004.21
126151,32,512,512,5933.81
526135,128,512,512,14200.1
434134,32,2048,512,6909.18
100634,32,512,512,4722.38
132334,32,512,512,6225.47
96583,32,512,512,4565.02
120956,32,512,512,5680.27
527460,128,512,512,13555.8
428269,32,2048,512,6778.96
103808,32,512,512,4881.2
127274,32,512,512,5987.86
102659,32,512,512,4779.84
119034,32,512,512,5604.98
529427,128,512,512,14333.6
424951,32,2048,512,6534.41
117377,32,512,512,5505.24
122898,32,512,512,5699.61
114955,32,512,512,5404.95
118573,32,512,512,5583.68
504860,128,512,512,13550.9
400093,32,2048,512,6382.76
115234,32,512,512,5417.28
120376,32,512,512,5658.43
114692,32,512,512,5364.37
119087,32,512,512,5591.76
7941902,2080,512,512,17752.9
82388,32,512,512,3849.29
95040,32,512,512,4423.16
95047,32,512,512,4387.25
81972,32,512,512,3897.28
559163,128,512,512,15060.5
479025,32,2048,512,5588.62
123005,32,512,512,5377.86
134139,32,512,512,6195.08
117970,32,512,512,5451.56
136606,32,512,512,6345.65
108827,32,512,512,5111.2
113602,32,512,512,5320.62
110167,32,512,512,5164.96
103331,32,512,512,4841.13
500782,128,512,512,13595.7
433174,32,2048,512,6735.16
83660,32,512,512,3948.73
139159,32,512,512,6465.18
79680,32,512,512,3795.64
128804,32,512,512,6008.26
93269,32,512,512,4388.93
116477,32,512,512,5489.74
96336,32,512,512,4547.84
100708,32,512,512,4748.28
513866,128,512,512,13912.5
431100,32,2048,512,6809.05
94610,32,512,512,4466.49
138919,32,512,512,6426.97
97046,32,512,512,4301.8
129913,32,512,512,5914.71
91737,32,512,512,4275.47
128003,32,512,512,5949.13
97528,32,512,512,4593.4
111611,32,512,512,5262.96
530735,128,512,512,14307.4
446252,32,2048,512,6949.75
96734,32,512,512,4127.1
139126,32,512,512,6178.91
97673,32,512,512,4547.09
132027,32,512,512,6187.64
99926,32,512,512,4707.73
146522,32,512,512,6762.29
105672,32,512,512,4959.67
131348,32,512,512,6149.34
560299,128,512,512,15088.4
483219,32,2048,512,7448.25
99871,32,512,512,4689.47
139835,32,512,512,6501.59
100632,32,512,512,4718.76
135476,32,512,512,6317.18
100073,32,512,512,4640.19
158983,32,512,512,7308.82
110849,32,512,512,5207.38
140232,32,512,512,6583.08
584554,128,512,512,15753.2
515851,32,2048,512,7914.49
72786,32,512,512,3408.38
111169,32,512,512,5227.41
75465,32,512,512,3567.71
108697,32,512,512,5121.18
418763,128,512,512,11411.2
331624,32,2048,512,5395.8
104724,32,512,512,4933.77
104369,32,512,512,4909.89
100685,32,512,512,4736.58
114837,32,512,512,5381.54
384080,128,512,512,10599.8
294467,32,2048,512,4767.47
52376,32,512,512,2546.97
108226,32,512,512,5082.97
49216,32,512,512,2381.5
88225,32,512,512,4203.69
390912,128,512,512,10750.4
292071,32,2048,512,4713.72
68275,32,512,512,3240.34
97898,32,512,512,4559.36
