128761,512,3153.44
132877,512,3241.64
142349,512,3495.48
122501,512,3016.85
657561,512,4850.62
587093,512,4268.14
158760,512,3903.67
161312,512,3984.58
154701,512,3761.24
163812,512,4024.71
138452,512,3379.32
140197,512,3455.76
139415,512,3398.03
130440,512,3222.33
615379,512,4553.54
552458,512,4029.26
122396,512,3054.1
163814,512,4076.78
119017,512,2964.22
156550,512,3887.24
130692,512,3225.2
144385,512,3579.17
131820,512,3292.88
133155,512,3338.89
629035,512,4680.34
550086,512,4018.1
129969,512,3217.58
164324,512,4074.68
131426,512,3240.44
157607,512,3903.04
132401,512,3280.32
158040,512,3936.12
136023,512,3384.08
146596,512,3668.83
640824,512,4762.65
560424,512,4083.7
133334,512,3317.15
165516,512,4122.86
134172,512,3360.23
161231,512,3992.81
128782,512,3224.64
171580,512,4311.02
135490,512,3387.83
157572,512,3880.6
655737,512,4879.03
588044,512,4274.67
125661,512,3118.43
154825,512,3849.09
127452,512,3154.34
153730,512,3831.37
129316,512,3205.55
176891,512,4424.69
141501,512,3486.61
161782,512,4005.59
673253,512,5016.6
611291,512,4429.87
102691,512,2571.98
136832,512,3413.71
105460,512,2653.02
134494,512,3364.79
546132,512,4053.61
478771,512,3596.96
126309,512,3178.23
127433,512,3166.4
124950,512,3128.61
136926,512,3424.51
512834,512,3849.1
430911,512,3234.79
89535,512,2322.12
142150,512,3548.54
83912,512,2185.19
126151,512,3162.77
526135,512,3922.69
434134,512,3222.7
100634,512,2538.6
132334,512,3291.76
96583,512,2422.98
120956,512,3042.87
527460,512,3923.94
428269,512,3184.22
103808,512,2614.83
127274,512,3182.52
102659,512,2559.48
119034,512,2981.91
529427,512,3945.3
424951,512,3179.95
117377,512,2951.67
122898,512,3025.48
114955,512,2888.27
118573,512,2977.73
504860,512,3759.77
400093,512,3021.64
115234,512,2885.36
120376,512,2996.1
114692,512,2895.9
119087,512,2971
82388,512,2131.63
95040,512,2427.26
95047,512,2470.44
81972,512,2127.85
559163,512,4156.2
479025,512,3524.87
123005,512,3076.54
134139,512,3357.62
117970,512,2968.83
136606,512,3424.7
108827,512,2755.03
113602,512,2879.64
110167,512,2771.54
103331,512,2562.83
500782,512,3725.26
433174,512,3205.13
83660,512,2138.75
139159,512,3463.04
79680,512,2052.75
128804,512,3207.62
93269,512,2377.08
116477,512,2912.2
96336,512,2403.11
100708,512,2555.01
513866,512,3821.29
431100,512,3195.43
94610,512,2409.83
138919,512,3462.64
97046,512,2465.44
129913,512,3261.89
91737,512,2332.18
128003,512,3209.73
97528,512,2468.65
111611,512,2806.48
530735,512,3937.41
446252,512,3315.73
96734,512,2449.04
139126,512,3469.96
97673,512,2434.86
132027,512,3295.6
99926,512,2538.15
146522,512,3662.91
105672,512,2663.08
131348,512,3274.18
560299,512,4164.15
483219,512,3554.67
99871,512,2522.05
139835,512,3471.79
100632,512,2550.31
135476,512,3372.85
100073,512,2516.85
158983,512,3934.16
110849,512,2797.89
140232,512,3493.35
584554,512,4345.12
515851,512,3780.26
72786,512,1908.45
111169,512,2791.28
75465,512,1989.37
108697,512,2735.14
418763,512,3155.62
331624,512,2609.47
104724,512,2652.75
104369,512,2636.2
100685,512,2538.42
114837,512,2875.28
384080,512,2967.53
294467,512,2327.09
52376,512,1516.46
108226,512,2782.41
49216,512,1474.28
88225,512,2234.71
390912,512,2990.45
292071,512,2331.55
68275,512,1816.93
97898,512,2516.21
65237,512,1749.05
82951,512,2153.59
395711,512,3011.46
291221,512,2317.85
71474,512,1854.12
99155,512,2548.48
69597,512,1822.54
91595,512,2322.02
386282,512,2936.61
286061,512,2295.85
74946,512,1950.56
93347,512,2397.93
73526,512,1926.24
87577,512,2243.39
372892,512,2831.88
268393,512,2171.46
83966,512,2177.89
91238,512,2330.53
82765,512,2126.85
85516,512,2204.46
48820,512,1434.13
61079,512,1791.04
59699,512,1723.91
49720,512,1437.68
457008,512,3415.61
380232,512,2872.47
100329,512,2532.8
112503,512,2838.19
94479,512,2385.49
114846,512,2856.8
82527,512,2171.32
86541,512,2239.93
84021,512,2185.73
74658,512,1890.58
371268,512,2840.45
296938,512,2322.4
59207,512,1712.22
110975,512,2808.12
55989,512,1608.71
99131,512,2516.21
59373,512,1648.18
88269,512,2240.29
64712,512,1746.35
69763,512,1843.48
383955,512,2918.62
302682,512,2373.03
75307,512,1989.17
120987,512,3020.54
74395,512,1974.32
110489,512,2792.2
69106,512,1821.35
107546,512,2681.13
74384,512,1950.37
86780,512,2227.75
406737,512,3059.9
316678,512,2441.08
75207,512,1956.95
115311,512,2886.45
77122,512,2043.97
106452,512,2684.96
75019,512,1993.1
125521,512,3135.06
83525,512,2161.69
105434,512,2674.12
445126,512,3332.33
360576,512,2729.11
66207,512,1761.66
107436,512,2706.05
69103,512,1790.29
100659,512,2564.24
80509,512,2111.14
140067,512,3471.57
94610,512,2393.13
117697,512,2954.08
469702,512,3493.25
393501,512,2948.5
53044,512,1480.6
91720,512,2340.92
54347,512,1504.68
87767,512,2231.46
319674,512,2512.91
246891,512,2146.67
64552,512,1765.27
73664,512,1937.6
61364,512,1694.08
83434,512,2121.74
237924,512,2106.13
152630,512,1574.69
32419,512,1148.03
75766,512,2118.2
30510,512,1111.24
57281,512,1612.97
239685,512,2077.69
155797,512,1578.9
43886,512,1297.18
73089,512,2036.61
39292,512,1226.33
62094,512,1667.57
241817,512,2047.31
154531,512,1600.49
49628,512,1410.96
57036,512,1660.3
48540,512,1373.34
49310,512,1411.71
219154,512,1911.68
147362,512,1576.96
33528,512,1104.2
53373,512,1575.82
34631,512,1139.62
44365,512,1303.65
195846,512,1776.45
120625,512,1404.25
54241,512,1554.25
71756,512,1888.75
51254,512,1481.26
64594,512,1731.21
45935,512,1465.89
46296,512,1419.44
52919,512,1590.38
38370,512,1224.96
331367,512,2561.37
265406,512,2147.47
65174,512,1837.18
85635,512,2220.7
59884,512,1697.93
89665,512,2272.45
45262,512,1350.24
57303,512,1646.19
48014,512,1407.71
44781,512,1343.34
250381,512,2072.43
189258,512,1743.75
40322,512,1285.64
85967,512,2218.54
36932,512,1190.78
74639,512,1960.72
44052,512,1327.45
61540,512,1694.12
47508,512,1400.81
46746,512,1384.02
265383,512,2162.09
195030,512,1784.54
42118,512,1274.78
91334,512,2318.69
42774,512,1267.91
79227,512,2094.5
38467,512,1228.27
71031,512,1884.99
44005,512,1293.81
53746,512,1531.03
283233,512,2272.71
202509,512,1786.61
46461,512,1345.53
78908,512,2065.99
48194,512,1421.6
72580,512,1894.61
43854,512,1330.56
96524,512,2452.82
51673,512,1452.88
76538,512,2016.36
320489,512,2501.44
247453,512,2049.42
40847,512,1262.69
81975,512,2130.33
42541,512,1310.79
75412,512,1971.04
49860,512,1461.18
110313,512,2767.71
61547,512,1677.84
88378,512,2289.68
345592,512,2663.91
274829,512,2170.8
25374,512,890.042
60536,512,1684.48
25890,512,911.73
57422,512,1576.32
209395,512,1842.88
151186,512,1586.14
32695,512,1098.9
42140,512,1288.87
30524,512,1059.06
49135,512,1415.51
126254,512,1437.78
76575,512,1176.38
17164,512,803.44
52044,512,1591.07
14299,512,722.685
37690,512,1109.43
146819,512,1552.32
84761,512,1234.3
23183,512,928.365
49133,512,1579.05
21266,512,898.556
36818,512,1151.28
144374,512,1509
87498,512,1257.92
20567,512,843.699
39685,512,1388
19186,512,802.982
32050,512,1076.85
133310,512,1443.17
81004,512,1183.2
25603,512,937.742
40168,512,1369.8
23381,512,902.338
32959,512,1117.01
117647,512,1338.71
69633,512,1057.32
23953,512,887.538
31670,512,1120.7
22904,512,884.858
28133,512,1030.12
34335,512,1096.89
29747,512,1169.23
42332,512,1238.37
23730,512,822.878
165318,512,1608.23
114116,512,1347.2
34464,512,1122.88
60724,512,1700.73
30956,512,1020.3
62144,512,1593.97
27947,512,932.879
32084,512,1129.45
31500,512,983.328
26063,512,883.501
144805,512,1479.06
93516,512,1258.76
19984,512,821.901
51570,512,1470.62
18956,512,787.455
45617,512,1316.98
17384,512,788.301
30722,512,1070.46
20613,512,839.708
23618,512,936.874
150601,512,1528.21
91018,512,1245.39
22986,512,922.264
50560,512,1463.58
23332,512,910.484
48332,512,1434.77
18710,512,742.322
48771,512,1448.39
22976,512,842.403
37207,512,1219.09
158689,512,1570.18
91220,512,1239.19
25803,512,907.139
51980,512,1488.68
27000,512,925.024
50793,512,1444.5
22110,512,937.659
70194,512,1845.84
27829,512,1024.07
55987,512,1644.64
166966,512,1622.26
100492,512,1271.79
16560,512,763.552
39864,512,1290.93
17972,512,778.019
38720,512,1222.86
24537,512,941.795
65081,512,1731.73
35051,512,1175.69
54980,512,1646.05
189128,512,1740.33
109440,512,1255.07
6244,512,426.321
26927,512,1014.5
7420,512,476.013
26093,512,934.093
53227,512,999.873
34630,512,931.344
13396,512,671.405
27558,512,976.639
12282,512,632.227
32402,512,1074.07
59715,512,1023
31978,512,947.312
8006,512,498.67
25723,512,1021.87
7531,512,506.371
18901,512,753.967
73174,512,1105.65
37471,512,970.924
7276,512,437.432
25171,512,1053.07
6459,512,396.326
19734,512,743.321
77994,512,1141.51
38793,512,972.43
11015,512,601.327
24419,512,975.358
10472,512,591.2
20582,512,790.219
70998,512,1104.19
35760,512,936.072
8285,512,544.26
20839,512,861.461
7826,512,537.754
17985,512,719.787
61917,512,1042.77
28848,512,755.165
11904,512,645.499
21574,512,916.86
11724,512,596.035
20289,512,755.396
13591,512,589.248
11834,512,750.605
18364,512,731.042
8842,512,429.738
107573,512,1306.64
80849,512,1133.81
16771,512,650.149
28842,512,1070.79
13807,512,565.796
31600,512,1007.64
13156,512,540.003
15612,512,786.945
15414,512,579.698
10938,512,504.201
48981,512,961.007
34082,512,931.751
7091,512,479.892
27698,512,1025.92
6302,512,432.005
21599,512,839.795
6119,512,411.517
11183,512,648.854
7324,512,416.699
7750,512,473.183
55048,512,996.333
35955,512,904.564
8454,512,524.686
27387,512,1024.5
8560,512,530.739
22070,512,855.188
7508,512,489.579
18737,512,836.648
9838,512,541.172
12906,512,655.668
63204,512,1045.68
40951,512,944.326
10143,512,562.923
31538,512,1101.09
10640,512,601.725
26736,512,994.909
10085,512,581.572
31635,512,1098.29
12905,512,652.592
23675,512,924.297
75648,512,1123.01
51508,512,898.693
8793,512,492.752
23635,512,946.974
8673,512,468.447
20949,512,785.572
11498,512,602.778
50919,512,1492.66
15955,512,725.423
35619,512,1229.25
90763,512,1211.79
66881,512,889.304
2012,512,200.867
9731,512,518.425
2143,512,205.668
8160,512,470.385
53936,512,977.86
37885,512,901.789
4860,512,328.934
8693,512,544.408
4594,512,304.882
10765,512,551.459
19771,512,688.72
11460,512,596.914
3116,512,269.703
17085,512,879.664
2706,512,249.97
11679,512,524.28
21492,512,690.153
12675,512,641.823
3128,512,259.76
8602,512,596.029
2649,512,244.846
5842,512,375.737
21069,512,691.226
12926,512,610.266
3130,512,273.064
8456,512,594.969
2888,512,270.357
5920,512,344.311
16569,512,621.267
10555,512,496.195
3975,512,283.688
9829,512,584.418
3688,512,256.534
6880,512,376.361
14652,512,547.911
9374,512,379.322
2878,512,223.702
5607,512,404.701
2627,512,215.632
4187,512,286.542
7994,512,355.358
6230,512,505.72
10825,512,451.948
4266,512,221.646
37336,512,874.732
28863,512,813.443
5646,512,368.035
