82,512,512,102659,0.6080041849951124,16,618006,589380,1504814,589444
83,512,512,119034,0.5456717557251909,9,716256,589632,1734064,589668
84,2048,512,529427,0.49507595409946137,3,3184758,2359704,7682318,2359716
85,512,2048,424951,0.5933701160511973,220,2551758,2351508,6213510,2352388
86,512,512,117377,0.5521602771503571,3,706314,589848,1710866,589860
87,512,512,122898,0.5310954764666382,3,739440,589848,1788160,589860
88,512,512,114955,0.5611868625175593,11,691782,589560,1676958,589604
89,512,512,118573,0.5474589338055691,8,713490,589668,1727610,589700
90,2048,512,504860,0.5185059435704149,3,3037356,2359704,7338380,2359716
91,512,2048,400093,0.6154608399458694,508,2402610,2341140,5865498,2343172
92,512,512,115234,0.5603635087290929,2,693456,589884,1680864,589892
93,512,512,120376,0.5407179048898114,3,724308,589848,1752852,589860
94,512,512,114692,0.5623511813908053,5,690204,589776,1673276,589796
95,512,512,119087,0.5456359501861914,3,716574,589848,1734806,589860
96,512,512,82388,0.6809634448574968,244,496380,581172,1221020,582148
97,512,512,95040,0.6362300202094433,55,572292,587976,1398148,588196
98,512,512,95047,0.6353322590546348,94,572334,586572,1398246,586948
99,512,512,81972,0.6842956618190781,156,493884,584340,1215196,584964
100,2048,512,559163,0.46674060821533203,0,3363174,2359812,8098622,2359812
101,512,2048,479025,0.5431382759567844,4,2876202,2359284,6970546,2359300
102,512,512,123005,0.5289619202254764,63,740082,587688,1789658,587940
103,512,512,134139,0.48811286481865923,6,806886,589740,1945534,589764
104,512,512,117970,0.5485473303943179,52,709872,588084,1719168,588292
105,512,512,136606,0.4788576573277178,1,821688,589920,1980072,589924
106,512,512,108827,0.5844521322091887,16,655014,589380,1591166,589444
107,512,512,113602,0.5665104707247084,5,683664,589776,1658016,589796
108,512,512,110167,0.5791811820070896,22,663054,589164,1609926,589252
109,512,512,103331,0.6048829917405935,39,622038,588552,1514222,588708
110,2048,512,500782,0.5223150239614176,14,3012888,2359308,7281288,2359364
111,512,2048,433174,0.5867858941681039,17,2601096,2358816,6328632,2358884
112,512,512,83660,0.6746671229467397,312,504012,578724,1238316,579460
113,512,512,139159,0.4691181407556614,1,837006,589920,2015814,589924
114,512,512,79680,0.6900672143390589,316,480132,578580,1182596,579332
115,512,512,128804,0.5082315210751375,14,774876,589452,1870844,589508
116,512,512,93269,0.6437068333231465,23,561666,589128,1373354,589220
117,512,512,116477,0.5556755065917969,0,700914,589956,1698266,589956
118,512,512,96336,0.6320132013201321,22,580068,589164,1416292,589252
119,512,512,100708,0.6155713674952665,11,606300,589560,1477500,589604
120,2048,512,513866,0.50986440496902,10,3091392,2359452,7464464,2359492
121,512,2048,431100,0.5887580512225647,18,2588652,2358780,6299596,2358852
122,512,512,94610,0.6387607673040503,15,569712,589416,1392128,589476
123,512,512,138919,0.4700660705566406,0,835566,589956,2012454,589956
124,512,512,97046,0.629369080354415,19,584328,589272,1426232,589348
125,512,512,129913,0.504179134098681,8,781530,589668,1886370,589700
126,512,512,91737,0.6492161211379627,39,552474,588552,1351906,588708
127,512,512,128003,0.5116775010681804,1,770070,589920,1859630,589924
128,512,512,97528,0.6275510204081632,18,587220,589308,1432980,589380
129,512,512,111611,0.5738476693750382,15,671718,589416,1630142,589476
130,2048,512,530735,0.49383621478926965,2,3192606,2359740,7700630,2359748
131,512,2048,446252,0.5743234993360907,15,2679564,2358888,6511724,2358948
132,512,512,96734,0.6306057921427262,17,582456,589344,1421864,589412
133,512,512,139126,0.46927642822265625,0,836808,589956,2015352,589956
134,512,512,97673,0.6271567519697062,11,588090,589560,1435010,589604
135,512,512,132027,0.496203217534648,5,794214,589776,1915966,589796
136,512,512,99926,0.6184632537112835,15,601608,589416,1466552,589476
137,512,512,146522,0.44106292724609375,0,881184,589956,2118896,589956
138,512,512,105672,0.5967948717948718,4,636084,589812,1546996,589828
139,512,512,131348,0.49867175572519085,9,790140,589632,1906460,589668
140,2048,512,560299,0.46565723419189453,0,3369990,2359812,8114526,2359812
141,512,2048,483219,0.5391172229089412,7,2901366,2359176,7029262,2359204
142,512,512,99871,0.618859528607193,7,601278,589704,1465782,589732
143,512,512,139835,0.46653924800097657,1,841062,589920,2025278,589924
144,512,512,100632,0.6158849395382924,10,605844,589596,1476436,589636
145,512,512,135476,0.4831054270191075,3,814908,589848,1964252,589860
146,512,512,100073,0.6180186576279467,10,602490,589596,1468610,589636
147,512,512,158983,0.3935279846191406,0,955950,589956,2293350,589956
148,512,512,110849,0.5770155381891446,5,667146,589776,1619474,589796
149,512,512,140232,0.4648613994382709,6,843444,589740,2030836,589764
150,2048,512,584554,0.44252586364746094,0,3515520,2359812,8454096,2359812
151,512,2048,515851,0.5080236293165276,3,3097158,2359320,7486110,2359332
152,512,512,72786,0.7205353851824549,106,438768,586140,1086592,586564
153,512,512,111169,0.5757944624213933,5,669066,589776,1623954,589796
154,512,512,75465,0.7105160191493279,91,454842,586680,1124098,587044
155,512,512,108697,0.5852019477347661,6,654234,589740,1589346,589764
156,2048,512,418763,0.6004413852589154,32,2520774,2358660,6133022,2358788
157,512,2048,331624,0.6762243224244318,1521,1991796,2304672,4902580,2306404
158,512,512,104724,0.5999480471853799,23,630396,589128,1533724,589220
159,512,512,104369,0.600889470141948,40,628266,588516,1528754,588676
160,512,512,100685,0.6152596906334067,28,606162,588948,1477178,589060
161,512,512,114837,0.5615569639584606,14,691074,589452,1675306,589508
162,2048,512,384080,0.6299807321772639,661,2312676,2336016,5647460,2338660
163,512,2048,294467,0.7148671102779414,990,1768854,2323788,4385582,2326596
164,512,512,52376,0.7787876740100014,1586,316308,532860,796244,534596
165,512,512,108226,0.5847937511509422,93,651408,586608,1582752,586980
166,512,512,49216,0.7906628555873145,1690,297348,529116,751876,531140
167,512,512,88225,0.6553495530970685,385,531402,576096,1301970,576868
168,2048,512,390912,0.6253335378009508,326,2353668,2348076,5743108,2349380
169,512,2048,292071,0.7169679127387745,1040,1754478,2321988,4351398,2324356
170,512,512,68275,0.733033815065065,400,411702,575556,1023182,576900
171,512,512,97898,0.6252220384662501,58,589440,587868,1438160,588100
172,512,512,65237,0.7441766532814658,446,393474,573900,980394,575172
173,512,512,82951,0.681134294852082,125,499758,585456,1228902,585956
174,2048,512,395711,0.6215522715796239,185,2382462,2353152,5810294,2353892
175,512,2048,291221,0.7184464235992947,890,1749378,2327388,4340010,2329668
176,512,512,71474,0.7230376960753921,255,430896,580776,1068224,581796
177,512,512,99155,0.6204099289476908,58,596982,587868,1455758,588100
178,512,512,69597,0.7298085284800298,285,419634,579696,1041818,580708
179,512,512,91595,0.6483607186732187,104,551622,586212,1349918,586628
180,2048,512,386282,0.6309482864043535,118,2325888,2355564,5678288,2356036
181,512,2048,286061,0.7222190932678714,1173,1718418,2317200,4266234,2319076
182,512,512,74946,0.7116929279251554,137,451728,585024,1116832,585572
183,512,512,93347,0.6427975570930019,51,562134,588120,1374446,588324
184,512,512,73526,0.7169638457748213,148,443208,584628,1096952,585220
185,512,512,87577,0.6639924800491099,94,527514,586572,1293666,586948
186,2048,512,372892,0.6438607885085574,96,2245548,2356356,5490828,2356740
187,512,2048,268393,0.7363360761383819,1915,1612410,2290488,4016066,2292516
188,512,512,83966,0.6780247254432787,85,505848,586896,1243112,587236
189,512,512,91238,0.651273544520548,32,549480,588804,1344920,588932
190,512,512,82765,0.6828830002452182,72,498642,587364,1226298,587652
191,512,512,85516,0.6721213422489418,83,515148,586968,1264812,587300
192,512,512,48820,0.7801376279002739,2506,294972,499740,742492,501188
193,512,512,61079,0.752355660071359,969,368526,555072,920774,557028
194,512,512,59699,0.7514364466058224,1373,360246,540528,899662,542308
195,512,512,49720,0.7846798780487805,1952,300372,519684,757908,521732
196,2048,512,457008,0.5641366050173962,4,2750244,2359668,6668452,2359684
197,512,2048,380232,0.6368893914159549,89,2283444,2356224,5587444,2356580
198,512,512,100329,0.6127848277139681,190,604026,583116,1471810,583492
199,512,512,112503,0.5706516761311595,7,677070,589704,1642630,589732
200,512,512,94479,0.6361041782214827,157,568926,584304,1390294,584932
201,512,512,114846,0.5616029438710071,11,691128,589560,1675432,589604
202,512,512,82527,0.6820993836671803,159,497214,584232,1222966,584868
203,512,512,86541,0.6681710122699387,84,521298,586932,1279162,587268
204,512,512,84021,0.6765835745519493,147,506178,584664,1243882,585252
205,512,512,74658,0.7117362698461729,197,450000,582864,1112800,583652
206,2048,512,371268,0.6451678262864133,141,2235804,2354736,5468092,2355300
207,512,2048,296938,0.714732849654918,479,1783680,2342184,4421328,2344100
208,512,512,59207,0.7547917633026306,1293,357294,543408,892390,544484
209,512,512,110975,0.5763536831175178,12,667902,589524,1621238,589572
210,512,512,55989,0.7691594102513358,1225,337986,545856,847850,547172
211,512,512,99131,0.620942948914041,39,596838,588552,1455422,588708
212,512,512,59373,0.7648556808820733,603,358290,568248,897530,569380
213,512,512,88269,0.6623324458318032,46,531666,588300,1303354,588484
214,512,512,64712,0.7467121743486974,416,390324,574980,972916,576004
215,512,512,69763,0.7299691893230941,237,420630,581424,1044142,582244
216,2048,512,383955,0.6332892082702976,97,2311926,2356320,5645710,2356708
217,512,2048,302682,0.7094557755218012,425,1818144,2344128,4501744,2345828
218,512,512,75307,0.7109269438643901,102,453894,586284,1121886,586692
219,512,512,120987,0.5384148760835064,2,727974,589884,1761406,589892
220,512,512,74395,0.7145154110640388,97,448422,586464,1109118,586852
221,512,512,110489,0.5783635059225791,6,664986,589740,1614434,589764
222,512,512,69106,0.7331567403929322,198,416688,582828,1035072,583620
223,512,512,107546,0.5895942728049823,6,647328,589740,1573232,589764
224,512,512,74384,0.714347158218126,109,448356,586032,1108964,586468
225,512,512,86780,0.6672546012269939,84,522732,586932,1282508,587268
226,2048,512,406737,0.6118803245900638,38,2448618,2358444,5964658,2358596
227,512,2048,316678,0.6967429442588791,270,1902120,2349708,4697688,2350788
228,512,512,75207,0.7112753378378378,104,453294,586212,1120486,586628
229,512,512,115311,0.5599622969837588,6,693918,589740,1681942,589764
230,512,512,77122,0.7037597566222114,113,464784,585888,1147296,586340
231,512,512,106452,0.5937442755083349,7,640764,589704,1557916,589732
232,512,512,75019,0.7115896229316603,127,452166,585384,1117854,585892
233,512,512,125521,0.5211753845214844,0,755178,589956,1824882,589956
234,512,512,83525,0.6800102672551183,70,503202,587436,1236938,587716
235,512,512,105434,0.5962981682288795,61,634656,587760,1543664,588004
236,2048,512,445126,0.5754494193410551,7,2678952,2359560,6502104,2359588
237,512,2048,360576,0.6554339184147758,132,2165508,2354676,5312260,2355204
238,512,512,66207,0.7442085986276813,207,399294,582504,994486,583332
239,512,512,107436,0.5899138878710151,10,646668,589596,1571692,589636
240,512,512,69103,0.734071947540176,143,416670,584808,1035030,585380
241,512,512,100659,0.6156645182967805,15,606006,589416,1476814,589476
242,512,512,80509,0.6916592622096942,65,485106,587616,1194714,587876
243,512,512,140067,0.4656867980957031,0,842454,589956,2028526,589956
244,512,512,94610,0.63865039110242,20,569712,589236,1392128,589316
245,512,512,117697,0.5502254662182819,29,708234,588912,1715346,589028
246,2048,512,469702,0.5520367601055957,3,2826408,2359704,6846168,2359716
247,512,2048,393501,0.624298246284047,75,2363058,2356728,5773210,2357028
248,512,512,53044,0.7891062340966921,664,320316,566052,809436,567940
249,512,512,91720,0.6495812702487926,25,552372,589056,1351668,589156
250,512,512,54347,0.7860758596800604,506,328134,571740,827806,573124
251,512,512,87767,0.6643555344795937,41,528654,588480,1296326,588644
252,2048,512,319674,0.6937800784722434,290,1926240,2349372,4745776,2350532
253,512,2048,246891,0.747245085995086,4486,1483398,2197932,3704670,2199876
254,512,512,64552,0.7453449472953355,541,389364,570480,970292,571620
255,512,512,73664,0.7152223665491433,217,444036,582144,1098500,582628
256,512,512,61364,0.756414734836456,639,370236,566952,925276,568100
257,512,512,83434,0.6805742725880551,59,502656,587832,1235664,588068
258,2048,512,237924,0.7585292780357897,3954,1435740,2217468,3594492,2226500
259,512,2048,152630,0.8324338210753746,8607,917832,2049576,2368376,2051364
260,512,512,32419,0.8290858287642345,4529,196566,426912,505326,428900
261,512,512,75766,0.695689544373755,823,456648,560328,1127544,562852
262,512,512,30510,0.8406422363362862,4418,185112,430908,479368,433220
263,512,512,57281,0.7581202283629485,1583,345738,532968,864530,534308
264,2048,512,239685,0.7621228662167527,2561,1446306,2267616,3625290,2277220
265,512,2048,155797,0.8308172617496308,7981,936834,2072112,2415402,2074084
266,512,512,43886,0.7983921352443955,2779,265368,489912,672392,491428
267,512,512,73089,0.7065735804213772,816,440586,560580,1090322,563332
268,512,512,39292,0.8160073424739642,3037,237804,480624,607180,482276
269,512,512,62094,0.746314877761799,1086,374616,550860,933960,552260
270,2048,512,241817,0.7631437179708191,1727,1459098,2297640,3655778,2304548
271,512,2048,154531,0.8296435689843722,8842,929238,2041116,2394734,2043588
272,512,512,49628,0.7933819610977885,1372,299820,540564,758924,542596
273,512,512,57036,0.7692419730709477,936,344268,556260,864428,558340
274,512,512,48540,0.7987028067148829,1313,293292,542688,743692,544484
275,512,512,49310,0.7952786634781454,1330,297912,542076,754216,543684
276,2048,512,219154,0.784171485747601,2073,1323120,2285184,3337472,2292452
277,512,2048,147362,0.8316709311888879,10821,886224,1969872,2285792,1971684
278,512,512,33528,0.8393144697492524,3343,203220,469608,525588,471588
279,512,512,53373,0.7785720212412878,1319,322290,542472,810842,543780
280,512,512,34631,0.8377726352870634,3042,209838,480444,542566,482756
281,512,512,44365,0.8110004430509168,1713,268242,528288,683578,530020
282,2048,512,195846,0.8044199888152113,2951,1183272,2253576,3009112,2262308
283,512,2048,120625,0.8470747378242967,16237,725802,1774896,1889842,1776740
284,512,512,54241,0.7830221134152586,760,327498,562596,825682,564356
285,512,512,71756,0.7215305805650419,279,432588,579912,1072172,581028
286,512,512,51254,0.7931705191115702,896,309576,557700,783352,559492
287,512,512,64594,0.7477742721479446,378,389616,576348,971776,577732
288,512,512,45935,0.7603758033553125,4403,277662,431448,694550,432932
289,512,512,46296,0.7891649664820752,2660,279828,494196,707924,497028
290,512,512,52919,0.7512082518429366,3090,319566,478716,797702,480324
291,512,512,38370,0.8095214455917394,3794,232272,453372,591200,454980
292,2048,512,331367,0.6831328411872706,176,1996398,2353476,4909478,2354180
293,512,2048,265406,0.7437216110990946,810,1594488,2330268,3979368,2332996
294,512,512,65174,0.7293258688284936,1335,393096,541896,975800,543012
295,512,512,85635,0.6711809608650243,107,515862,586104,1266478,586532
296,512,512,59884,0.7506329535611966,1375,361356,540456,901868,541860
297,512,512,89665,0.6557066719911532,107,540042,586104,1322898,586532
298,512,512,45262,0.8046357044198895,1904,273624,521412,695496,523268
299,512,512,57303,0.7711833950932788,732,345870,563604,869830,566532
300,512,512,48014,0.7961500577406426,1663,290136,530088,734664,531620
301,512,512,44781,0.8130011024253357,1417,270738,538944,690938,541028
302,2048,512,250381,0.7572510276894439,1071,1510482,2321256,3775674,2325540
303,512,2048,189258,0.808570422877118,3745,1137600,2224608,2900752,2226532
304,512,512,40322,0.8209757050507921,2307,243984,506904,624928,508964
305,512,512,85967,0.6712190980296169,42,517854,588444,1271126,588612
306,512,512,36932,0.8327233857525908,2585,223644,496896,576444,499044
307,512,512,74639,0.7120942109485897,181,449886,583440,1112534,584164
308,512,512,44052,0.8161435726210351,1409,266364,539232,680860,541412
309,512,512,61540,0.7609540087010566,294,371292,579372,929148,580548
310,512,512,47508,0.8056137479541735,1109,287100,550032,730268,552036
311,512,512,46746,0.8116660220460259,871,282528,558600,720624,560676
312,2048,512,265383,0.7436091402337228,844,1600494,2329428,3985702,2332804
313,512,2048,195030,0.8037611687998067,3421,1172232,2236272,2983096,2238436
314,512,512,42118,0.8263490335774127,1225,254760,545856,654040,547556
315,512,512,91334,0.6512691673284867,15,550056,589416,1346264,589476
316,512,512,42774,0.8234347136913017,1243,258696,545208,663224,546980
317,512,512,79227,0.6960663208936901,92,477414,586644,1176766,587012
318,512,512,38467,0.8374560543573795,1593,232854,532608,601774,534628
319,512,512,71031,0.7271061285960168,116,428238,585780,1062022,586244
320,512,512,44005,0.8204170747633039,1069,266082,551472,681610,553700
321,512,512,53746,0.7865596009658152,646,324528,566700,819904,569156
322,2048,512,283233,0.7273669721238256,606,1707594,2337996,4235602,2340420
323,512,2048,202509,0.7979919798898731,2881,1217106,2255712,3089850,2257764
324,512,512,46461,0.8132115978386724,838,280818,559788,717018,562116
325,512,512,78908,0.6971413657577991,100,475500,586356,1172300,586756
326,512,512,48194,0.8074950469738608,737,291216,563424,741536,565604
327,512,512,72580,0.720484934376733,155,437532,584376,1083708,584996
328,512,512,43854,0.8208227103353598,1087,265176,550824,679368,552996
329,512,512,96524,0.6314527460443522,15,581196,589416,1418924,589476
330,512,512,51673,0.7951694995877465,617,312090,567744,790370,569572
331,512,512,76538,0.7039836014851485,224,461280,581892,1139120,582788
332,2048,512,320489,0.6932250666217417,242,1931130,2351100,4757186,2352068
333,512,2048,247453,0.7598886447966962,1125,1486770,2318928,3725850,2320740
334,512,512,40847,0.8308304618646876,1293,247134,543408,636118,545252
335,512,512,81975,0.6861215769160081,61,493902,587760,1215238,588004
336,512,512,42541,0.8248476613965745,1204,257298,546612,659834,548100
337,512,512,75412,0.7105949895615866,98,454524,586428,1123356,586820
338,512,512,49860,0.8016011969185713,677,301212,565584,765244,567908
339,512,512,110313,0.5790351386005617,6,663930,589740,1611970,589764
340,512,512,61547,0.7609713850742559,291,371334,579480,929246,580644
341,512,512,88378,0.659665742452249,154,532320,584412,1304880,585028
342,2048,512,345592,0.6697273658618633,137,2081748,2354880,5108628,2355428
343,512,2048,274829,0.7346144784005932,812,1651026,2330196,4111162,2332804
344,512,512,25374,0.8723847268045385,3957,154296,447504,408488,448996
345,512,512,60536,0.7623578920922053,463,365268,573288,915092,575140
346,512,512,25890,0.873425766583229,3600,157392,460356,417376,462084
347,512,512,57422,0.7736296833606661,530,346584,570876,870856,572356
348,2048,512,209395,0.7933101566695094,2218,1264566,2279964,3201230,2288196
349,512,2048,151186,0.8260118028319432,11227,909168,1955256,2338304,1957668
350,512,512,32695,0.8337587455255451,4092,198222,442644,510470,444164
351,512,512,42140,0.8190732980696572,1827,254892,524184,652044,525988
352,512,512,30524,0.8432673348669076,4212,185196,438324,479948,440196
353,512,512,49135,0.7987590104849279,1124,296862,549492,752534,551044
354,2048,512,126254,0.8534411507958619,11695,765720,1938792,1998344,1946020
355,512,2048,76575,0.8782049242906222,26241,461502,1414752,1233206,1416676
356,512,512,17164,0.8700799321787575,8127,105036,297384,277420,299428
357,512,512,52044,0.7781056006548878,1725,314316,527856,791596,530148
358,512,512,14299,0.8805230614973262,8904,87846,269412,234238,271492
359,512,512,37690,0.8231778261522293,3062,228192,479724,584752,481476
360,2048,512,146819,0.837781966517581,8969,889110,2036928,2298030,2045028
361,512,2048,84761,0.879318347495273,21639,510618,1580424,1366242,1582372
362,512,512,23183,0.8680625113822619,5402,141150,395484,372566,397508
363,512,512,49133,0.7859016593460224,2041,296850,516480,748666,517860
364,512,512,21266,0.8743263048411498,5808,129648,380868,344064,382852
365,512,512,36818,0.8257911272617156,3175,222960,475656,572160,477476
366,2048,512,144374,0.843764609124751,7781,874440,2079696,2268152,2087396
367,512,2048,87498,0.8750656812574249,21764,527040,1575924,1404304,1578116
368,512,512,20567,0.8766493138854237,5963,125454,375288,333638,377252
369,512,512,39685,0.8149986947117178,2977,240162,482784,613578,485092
370,512,512,19186,0.8825998629332289,6170,117168,367836,313408,369732
371,512,512,32050,0.8402356835220928,3846,194352,451500,503104,453700
372,2048,512,133310,0.8530585340905082,8834,808056,2041788,2109416,2049860
373,512,2048,81004,0.8798844575197513,23387,488076,1517496,1306860,1519652
374,512,512,25603,0.8627626500857632,4724,155670,419892,409006,421764
375,512,512,40168,0.8176833696441539,2614,243060,495852,621620,497988
376,512,512,23381,0.8674546485260771,5359,142338,397032,375466,399012
377,512,512,32959,0.8405374283944883,3466,199806,465180,516854,466884
378,2048,512,117647,0.8655376801258138,10852,714078,1969140,1881302,1976452
379,512,2048,69633,0.8823162569968362,28555,419850,1331448,1127058,1333668
380,512,512,23953,0.8710762573200138,4772,145770,418164,385778,420100
381,512,512,31670,0.8527469870554977,2942,192072,484044,501112,485956
382,512,512,22904,0.8754892580673219,4887,139476,414024,370708,416036
383,512,512,28133,0.8646306490107014,3395,170850,467736,450314,470180
384,512,512,34335,0.7507621951219512,7774,208062,310092,518582,311492
385,512,512,29747,0.8229513855823255,5883,180534,378168,462670,380324
386,512,512,42332,0.7667298536413331,5042,256044,408444,641292,409668
387,512,512,23730,0.8453628401626525,6793,144432,345408,374848,347620
388,2048,512,165318,0.8297600217488014,4843,1000104,2185464,2572632,2192676
389,512,2048,114116,0.8671784796454244,11838,686748,1933260,1816764,1935556
390,512,512,34464,0.8213189547905433,4329,208836,434112,534724,436068
391,512,512,60724,0.7594898605830165,604,366396,568212,917212,570116
392,512,512,30956,0.83732027242916,4491,187788,428280,484844,430116
393,512,512,62144,0.7510415998974425,783,374916,561768,935556,562852
394,512,512,27947,0.8409354794645296,5403,169734,395448,438622,396836
395,512,512,32084,0.8474979085862042,3235,194556,473496,505884,475556
396,512,512,31500,0.8362104825291181,4364,191052,432852,493100,434820
397,512,512,26063,0.8633900117410265,4460,158430,429396,416214,430980
398,2048,512,144805,0.8464070243024914,6612,877026,2121780,2279562,2130180
399,512,2048,93516,0.8788225903427114,17303,563148,1736520,1506092,1738404
400,512,512,19984,0.8788202192684583,6077,121956,371184,324964,373092
401,512,512,51570,0.7951099739368126,653,311472,566448,788928,568420
402,512,512,18956,0.885053846900165,6077,115788,371184,310956,373476
403,512,512,45617,0.8123930710008554,1187,275754,547224,703282,549028
404,512,512,17384,0.8831720430107527,7084,106356,334932,284596,336900
405,512,512,30722,0.8621689038834255,2453,186384,501648,489888,503652
406,512,512,20613,0.8874443036868775,4938,125730,412188,338506,414276
407,512,512,23618,0.8817207532051282,3904,143760,449412,384544,451332
408,2048,512,150601,0.8417524798251513,6056,911802,2141796,2362114,2149380
409,512,2048,91018,0.8809263406874032,17762,548160,1719996,1469328,1721924
410,512,512,22986,0.8806294142085583,4349,139968,433392,373776,435172
411,512,512,50560,0.799454210826934,627,305412,567384,775044,569508
412,512,512,23332,0.8805692055692056,4174,142044,439692,379772,441924
